Unit price,Quantity,Tax 5%,Total,Date,cogs,gross margin percentage,gross income,Rating,Hour,Branch_B,Branch_C,City_Naypyitaw,City_Yangon,Customer type_Normal,Gender_Male,Product line_Fashion accessories,Product line_Food and beverages,Product line_Health and beauty,Product line_Home and lifestyle,Product line_Sports and travel,Payment_Credit card,Payment_Ewallet
0.33622608,0.11111111,0.07857597,0.07857597,2019-03-11,0.07857597,0.0,0.07857597,0.06666667,15,True,False,False,False,True,False,False,False,False,True,False,False,True
0.8451268,0.44444445,0.46861088,0.46861088,2019-02-25,0.46861088,0.0,0.46861088,0.13333334,11,False,True,True,False,False,True,False,False,False,False,False,False,True
0.8667112,0.22222222,0.28312117,0.28312117,2019-03-05,0.28312117,0.0,0.28312117,0.18333334,10,True,False,False,False,True,True,False,False,True,False,False,False,True
0.25723186,0.11111111,0.06273359,0.06273359,2019-03-15,0.06273359,0.0,0.06273359,0.06666667,12,True,False,False,False,True,True,False,False,False,True,False,True,False
0.27236316,0.44444445,0.18143988,0.18143988,2019-02-17,0.18143988,0.0,0.18143988,0.98333335,11,False,False,False,True,True,True,False,False,False,False,False,False,True
0.87394303,0.22222222,0.2852967,0.2852967,2019-03-02,0.2852967,0.0,0.2852967,0.33333334,17,False,False,False,True,False,True,False,False,False,False,True,False,True
0.47296396,0.7777778,0.45803443,0.45803443,2019-03-22,0.45803443,0.0,0.45803443,0.75,19,False,False,False,True,False,False,False,False,False,True,False,True,False
0.26079217,0.0,0.026050674,0.026050674,2019-02-08,0.026050674,0.0,0.026050674,0.45,15,True,False,False,False,True,True,True,False,False,False,False,False,False
0.8632621,0.11111111,0.18427365,0.18427365,2019-03-10,0.18427365,0.0,0.18427365,0.6166667,12,False,False,False,True,True,False,True,False,False,False,False,True,False
0.870939,0.44444445,0.48155254,0.48155254,2019-01-25,0.48155254,0.0,0.48155254,0.93333334,19,True,False,False,False,True,False,False,True,False,False,False,False,False
0.16477525,0.8888889,0.23857285,0.23857285,2019-03-15,0.23857285,0.0,0.23857285,0.56666666,15,False,False,False,True,True,True,False,False,True,False,False,False,False
0.9351357,0.44444445,0.51373935,0.51373935,2019-02-25,0.51373935,0.0,0.51373935,0.13333334,19,True,False,False,False,True,True,True,False,False,False,False,True,False
0.75645304,0.8888889,0.7725503,0.7725503,2019-01-28,0.7725503,0.0,0.7725503,0.083333336,12,True,False,False,False,False,True,False,False,False,False,True,False,False
0.8199822,0.7777778,0.736414,0.736414,2019-01-10,0.736414,0.0,0.736414,0.18333334,14,True,False,False,False,True,True,False,False,False,False,True,False,False
0.9623943,0.11111111,0.20415471,0.20415471,2019-03-15,0.20415471,0.0,0.20415471,0.18333334,10,False,False,False,True,True,True,False,False,True,False,False,True,False
0.993992,0.33333334,0.43232962,0.43232962,2019-02-06,0.43232962,0.0,0.43232962,0.5833333,10,False,True,True,False,False,False,False,True,False,False,False,False,True
0.64574987,0.0,0.064652525,0.064652525,2019-01-07,0.064652525,0.0,0.064652525,0.46666667,12,False,True,True,False,False,False,False,False,False,False,True,False,True
0.5845572,0.44444445,0.33796704,0.33796704,2019-03-10,0.33796704,0.0,0.33796704,0.5,19,False,False,False,True,False,True,False,False,False,False,True,False,True
0.56519806,0.8888889,0.59994644,0.59994644,2019-01-15,0.59994644,0.0,0.59994644,0.11666667,17,False,False,False,True,True,False,False,False,False,False,False,False,True
0.49888742,0.7777778,0.47883034,0.47883034,2019-03-23,0.47883034,0.0,0.47883034,0.6,13,False,True,True,False,True,False,False,False,True,False,False,False,True
0.22296396,0.7777778,0.2574833,0.2574833,2019-03-03,0.2574833,0.0,0.2574833,0.6166667,13,True,False,False,False,False,True,False,False,False,True,False,False,False
0.8526925,0.0,0.085403815,0.085403815,2019-01-17,0.085403815,0.0,0.085403815,0.65,18,True,False,False,False,False,False,False,False,False,True,False,False,True
0.5121273,0.11111111,0.11385316,0.11385316,2019-02-02,0.11385316,0.0,0.11385316,0.38333333,10,False,True,True,False,False,True,False,False,False,True,False,False,False
0.65687585,0.5555556,0.45134047,0.45134047,2019-02-08,0.45134047,0.0,0.45134047,0.26666668,13,True,False,False,False,False,False,False,False,False,False,True,False,False
0.9859813,0.7777778,0.86957926,0.86957926,2019-03-04,0.86957926,0.0,0.86957926,0.6,20,False,True,True,False,False,False,False,True,False,False,False,False,False
0.058856253,0.11111111,0.022949137,0.022949137,2019-03-16,0.022949137,0.0,0.022949137,0.53333336,19,False,True,True,False,False,True,False,False,True,False,False,False,False
0.93324435,0.33333334,0.40796357,0.40796357,2019-03-09,0.40796357,0.0,0.40796357,0.9166667,18,True,False,False,False,False,False,False,False,False,False,False,False,False
0.5185803,0.8888889,0.5578749,0.5578749,2019-02-27,0.5578749,0.0,0.5578749,0.73333335,17,True,False,False,False,False,True,False,False,True,False,False,True,False
0.110480644,0.8888889,0.18957303,0.18957303,2019-02-06,0.18957303,0.0,0.18957303,0.016666668,15,True,False,False,False,False,False,False,True,False,False,False,False,True
0.09846462,0.5555556,0.11537045,0.11537045,2019-02-10,0.11537045,0.0,0.11537045,0.68333334,12,True,False,False,False,False,True,False,False,False,False,False,True,False
0.8071874,1.0,0.910524,0.910524,2019-03-19,0.910524,0.0,0.910524,0.65,17,False,True,True,False,False,False,True,False,False,False,False,False,True
0.9047619,0.6666667,0.7024533,0.7024533,2019-02-03,0.7024533,0.0,0.7024533,0.9166667,10,False,True,True,False,False,True,False,True,False,False,False,False,False
0.38395637,0.44444445,0.23739025,0.23739025,2019-02-10,0.23739025,0.0,0.23739025,0.75,15,False,False,False,True,False,False,False,True,False,False,False,False,False
0.086671114,0.33333334,0.06840115,0.06840115,2019-03-22,0.06840115,0.0,0.06840115,0.41666666,14,True,False,False,False,False,False,True,False,False,False,False,False,True
0.05952381,0.0,0.0058683744,0.0058683744,2019-01-25,0.0058683744,0.0,0.0058683744,0.35,15,False,True,True,False,False,True,True,False,False,False,False,True,False
0.06764575,0.11111111,0.02471188,0.02471188,2019-03-07,0.02471188,0.0,0.02471188,0.41666666,11,True,False,False,False,True,True,False,False,False,True,False,False,True
0.8444593,0.7777778,0.7560497,0.7560497,2019-02-28,0.7560497,0.0,0.7560497,0.7,19,False,True,True,False,True,False,False,False,False,False,False,False,False
0.3811749,0.11111111,0.08759051,0.08759051,2019-03-27,0.08759051,0.0,0.08759051,0.3,11,False,False,False,True,False,True,False,False,False,True,False,False,False
0.8847352,0.7777778,0.7883592,0.7883592,2019-02-07,0.7883592,0.0,0.7883592,0.43333334,11,False,False,False,True,True,True,False,False,True,False,False,False,True
0.6928126,1.0,0.7958341,0.7958341,2019-01-20,0.7958341,0.0,0.7958341,0.23333333,15,False,False,False,True,False,False,False,False,False,True,False,False,False
0.22841567,0.5555556,0.19355595,0.19355595,2019-03-12,0.19355595,0.0,0.19355595,0.8833333,20,False,True,True,False,True,True,False,False,False,False,False,False,False
0.16310637,0.22222222,0.07145806,0.07145806,2019-02-15,0.07145806,0.0,0.07145806,1.0,17,False,True,True,False,False,False,False,False,False,False,True,True,False
0.5078994,0.5555556,0.3617083,0.3617083,2019-02-24,0.3617083,0.0,0.3617083,0.5,10,False,True,True,False,True,True,False,False,False,True,False,False,True
0.5005563,0.8888889,0.5416086,0.5416086,2019-02-03,0.5416086,0.0,0.5416086,1.0,13,True,False,False,False,False,False,False,False,False,False,True,False,True
0.06375167,1.0,0.16503966,0.16503966,2019-03-06,0.16503966,0.0,0.16503966,0.76666665,12,False,False,False,True,False,True,False,False,False,False,True,True,False
0.7305296,0.33333334,0.32665426,0.32665426,2019-02-14,0.32665426,0.0,0.32665426,0.6,14,True,False,False,False,False,True,False,False,True,False,False,False,False
0.064419225,1.0,0.16570906,0.16570906,2019-03-13,0.16570906,0.0,0.16570906,0.3,16,False,False,False,True,False,True,False,False,True,False,False,False,False
0.26023588,0.11111111,0.063336045,0.063336045,2019-02-10,0.063336045,0.0,0.063336045,0.45,15,False,True,True,False,True,False,False,False,True,False,False,False,True
0.973854,0.5555556,0.64205146,0.64205146,2019-01-07,0.64205146,0.0,0.64205146,0.98333335,15,True,False,False,False,False,False,True,False,False,False,False,False,True
0.7642412,1.0,0.86745954,0.86745954,2019-01-24,0.86745954,0.0,0.86745954,0.4,10,False,False,False,True,True,True,False,False,False,False,True,False,False
0.09178905,0.0,0.00910379,0.00910379,2019-02-02,0.00910379,0.0,0.00910379,0.05,18,False,False,False,True,False,False,False,False,True,False,False,False,False
0.8834001,1.0,0.98694676,0.98694676,2019-01-06,0.98694676,0.0,0.98694676,0.93333334,12,False,True,True,False,True,True,False,True,False,False,False,True,False
0.5789942,1.0,0.6817021,0.6817021,2019-02-11,0.6817021,0.0,0.6817021,0.31666666,16,False,True,True,False,True,True,True,False,False,False,False,False,False
0.42768136,0.22222222,0.15104929,0.15104929,2019-03-05,0.15104929,0.0,0.15104929,0.0,18,True,False,False,False,False,False,False,True,False,False,False,False,True
0.732421,0.5555556,0.49679247,0.49679247,2019-03-09,0.49679247,0.0,0.49679247,0.78333336,18,False,True,True,False,True,False,False,False,False,False,False,False,False
0.71862483,0.8888889,0.73841107,0.73841107,2019-01-22,0.73841107,0.0,0.73841107,0.9,10,False,False,False,True,True,True,False,False,False,True,False,False,True
0.35124612,1.0,0.45332634,0.45332634,2019-01-13,0.45332634,0.0,0.45332634,0.23333333,17,False,True,True,False,True,False,False,False,False,False,False,True,False
0.43346685,0.8888889,0.48106167,0.48106167,2019-01-09,0.48106167,0.0,0.48106167,0.76666665,14,False,True,True,False,False,True,True,False,False,False,False,True,False
0.110480644,0.8888889,0.18957303,0.18957303,2019-01-12,0.18957303,0.0,0.18957303,0.28333333,15,False,False,False,True,False,False,True,False,False,False,False,True,False
0.75912327,1.0,0.8623275,0.8623275,2019-03-05,0.8623275,0.0,0.8623275,0.43333334,16,False,True,True,False,False,False,False,True,False,False,False,False,True
0.11459724,0.44444445,0.10233954,0.10233954,2019-01-22,0.10233954,0.0,0.10233954,0.33333334,18,False,True,True,False,True,False,False,False,True,False,False,False,False
0.991433,0.5555556,0.65262794,0.65262794,2019-01-21,0.65262794,0.0,0.65262794,0.25,14,False,True,True,False,True,False,False,False,True,False,False,True,False
0.9635069,0.22222222,0.31223992,0.31223992,2019-01-26,0.31223992,0.0,0.31223992,0.4,19,True,False,False,False,True,False,False,True,False,False,False,False,True
0.10202492,0.7777778,0.16046545,0.16046545,2019-01-23,0.16046545,0.0,0.16046545,0.43333334,18,False,True,True,False,True,True,False,True,False,False,False,False,True
0.78193146,0.33333334,0.34727165,0.34727165,2019-02-23,0.34727165,0.0,0.34727165,0.71666664,18,False,True,True,False,False,False,False,True,False,False,False,True,False
0.4320205,0.44444445,0.26148853,0.26148853,2019-03-09,0.26148853,0.0,0.26148853,0.43333334,10,False,True,True,False,False,True,False,False,False,False,True,False,False
0.81197155,0.6666667,0.63732105,0.63732105,2019-03-05,0.63732105,0.0,0.63732105,0.0,14,False,True,True,False,True,False,False,False,False,False,True,False,True
0.7392078,0.44444445,0.41550544,0.41550544,2019-03-25,0.41550544,0.0,0.41550544,0.98333335,10,False,True,True,False,True,True,True,False,False,False,False,False,False
0.43724966,0.6666667,0.37429294,0.37429294,2019-03-27,0.37429294,0.0,0.37429294,0.55,20,False,False,False,True,False,True,False,True,False,False,False,True,False
0.36036938,0.0,0.036035836,0.036035836,2019-01-02,0.036035836,0.0,0.036035836,0.28333333,16,False,False,False,True,True,True,False,False,False,False,True,False,False
0.74443704,0.5555556,0.50402194,0.50402194,2019-02-27,0.50402194,0.0,0.50402194,0.35,17,True,False,False,False,True,False,False,False,True,False,False,False,False
0.4149978,0.33333334,0.20009372,0.20009372,2019-01-23,0.20009372,0.0,0.20009372,0.51666665,10,False,True,True,False,False,False,False,False,False,True,False,False,False
0.3869604,1.0,0.48913905,0.48913905,2019-01-26,0.48913905,0.0,0.48913905,0.7,19,False,True,True,False,True,False,False,False,False,False,True,False,True
0.13239875,0.6666667,0.16030926,0.16030926,2019-01-10,0.16030926,0.0,0.16030926,0.18333334,16,False,False,False,True,False,False,False,False,False,False,True,False,True
0.60391635,0.8888889,0.63488895,0.63488895,2019-03-12,0.63488895,0.0,0.63488895,0.76666665,12,True,False,False,False,False,True,False,False,True,False,False,True,False
0.8864041,0.0,0.08878426,0.08878426,2019-02-06,0.08878426,0.0,0.08878426,0.43333334,20,False,True,True,False,True,True,False,False,True,False,False,True,False
0.96884733,0.0,0.09705131,0.09705131,2019-03-08,0.09705131,0.0,0.09705131,0.53333336,20,False,False,False,True,True,True,False,False,False,False,False,False,True
0.86548734,1.0,0.96898466,0.96898466,2019-03-29,0.96898466,0.0,0.96898466,0.18333334,10,True,False,False,False,True,True,False,False,True,False,False,False,True
0.026368491,0.5555556,0.071993575,0.071993575,2019-02-09,0.071993575,0.0,0.071993575,0.016666668,13,False,True,True,False,True,False,False,False,False,False,False,False,False
0.4747441,0.22222222,0.16520701,0.16520701,2019-03-23,0.16520701,0.0,0.16520701,0.8833333,10,False,False,False,True,True,True,False,True,False,False,False,False,True
0.8079662,0.5555556,0.5422445,0.5422445,2019-03-05,0.5422445,0.0,0.5422445,0.56666666,18,True,False,False,False,True,True,False,False,False,True,False,False,False
0.4297953,0.0,0.042997558,0.042997558,2019-03-26,0.042997558,0.0,0.042997558,0.016666668,19,False,True,True,False,False,True,True,False,False,False,False,False,False
0.7617935,0.8888889,0.7773699,0.7773699,2019-03-01,0.7773699,0.0,0.7773699,0.53333336,13,False,True,True,False,True,True,True,False,False,False,False,False,False
0.14452603,0.8888889,0.22029833,0.22029833,2019-02-01,0.22029833,0.0,0.22029833,0.15,11,False,True,True,False,True,False,False,False,False,False,False,False,False
0.53604805,0.5555556,0.37864402,0.37864402,2019-03-28,0.37864402,0.0,0.37864402,0.98333335,16,False,False,False,True,True,True,False,True,False,False,False,False,False
0.22552292,0.6666667,0.2256758,0.2256758,2019-03-19,0.2256758,0.0,0.2256758,0.6666667,18,True,False,False,False,True,True,False,False,True,False,False,False,False
0.8743881,1.0,0.9779099,0.9779099,2019-01-12,0.9779099,0.0,0.9779099,0.55,14,False,False,False,True,False,True,False,False,False,False,False,False,True
0.19247887,0.5555556,0.17193444,0.17193444,2019-01-05,0.17193444,0.0,0.17193444,0.65,20,False,True,True,False,True,True,True,False,False,False,False,True,False
0.5791055,0.5555556,0.40454966,0.40454966,2019-03-22,0.40454966,0.0,0.40454966,0.56666666,20,False,False,False,True,True,True,False,False,False,False,True,False,False
0.2659101,0.8888889,0.32984504,0.32984504,2019-03-24,0.32984504,0.0,0.32984504,0.033333335,10,False,True,True,False,True,False,False,True,False,False,False,False,False
0.79984426,1.0,0.9031607,0.9031607,2019-03-03,0.9031607,0.0,0.9031607,0.8666667,14,False,True,True,False,False,True,False,False,False,False,False,False,False
0.071317315,0.11111111,0.025448216,0.025448216,2019-02-05,0.025448216,0.0,0.025448216,0.1,11,True,False,False,False,False,False,False,False,False,False,True,False,True
0.9805296,0.22222222,0.3173608,0.3173608,2019-02-05,0.3173608,0.0,0.3173608,0.6333333,10,False,True,True,False,False,False,False,False,True,False,False,True,False
0.69826436,0.6666667,0.55750674,0.55750674,2019-02-15,0.55750674,0.0,0.55750674,0.73333335,12,True,False,False,False,True,False,True,False,False,False,False,False,False
0.5339341,0.8888889,0.5717314,0.5717314,2019-01-19,0.5717314,0.0,0.5717314,0.05,20,False,False,False,True,False,True,False,False,False,True,False,False,True
0.7867156,0.8888889,0.79986167,0.79986167,2019-02-01,0.79986167,0.0,0.79986167,0.9166667,20,False,True,True,False,False,False,False,False,False,True,False,True,False
0.18847352,0.22222222,0.07908917,0.07908917,2019-03-02,0.07908917,0.0,0.07908917,0.51666665,13,False,True,True,False,True,False,True,False,False,False,False,True,False
0.13195372,0.44444445,0.111041695,0.111041695,2019-03-05,0.111041695,0.0,0.111041695,0.21666667,12,True,False,False,False,False,True,True,False,False,False,False,False,True
0.45927903,0.0,0.045954056,0.045954056,2019-01-16,0.045954056,0.0,0.045954056,0.2,15,True,False,False,False,False,True,True,False,False,False,False,False,True
0.009790832,1.0,0.11093013,0.11093013,2019-02-02,0.11093013,0.0,0.11093013,0.33333334,20,False,False,False,True,True,False,False,True,False,False,False,False,True
0.482421,0.11111111,0.10789553,0.10789553,2019-01-20,0.10789553,0.0,0.10789553,0.016666668,20,True,False,False,False,True,True,False,False,False,True,False,False,True
0.9955496,0.7777778,0.877255,0.877255,2019-02-14,0.877255,0.0,0.877255,0.2,17,False,False,False,True,True,False,False,False,False,False,False,True,False
0.5233645,0.6666667,0.43473944,0.43473944,2019-01-12,0.43473944,0.0,0.43473944,0.41666666,12,False,True,True,False,False,True,False,False,False,False,True,True,False
1.0,0.8888889,0.9923466,0.9923466,2019-03-09,0.9923466,0.0,0.9923466,0.033333335,17,True,False,False,False,False,True,False,False,False,False,True,True,False
0.5989097,0.7777778,0.5590686,0.5590686,2019-03-13,0.5590686,0.0,0.5590686,0.1,19,False,True,True,False,False,True,False,False,False,True,False,True,False
0.5161326,0.7777778,0.49266455,0.49266455,2019-03-09,0.49266455,0.0,0.49266455,0.55,14,True,False,False,False,False,False,True,False,False,False,False,False,True
0.93024033,0.6666667,0.7203374,0.7203374,2019-03-10,0.7203374,0.0,0.7203374,0.083333336,18,False,False,False,True,True,False,False,False,False,True,False,True,False
0.24666221,0.44444445,0.168554,0.168554,2019-01-27,0.168554,0.0,0.168554,0.8333333,13,False,False,False,True,True,False,False,False,False,False,True,False,False
0.24087672,0.8888889,0.3072529,0.3072529,2019-01-08,0.3072529,0.0,0.3072529,0.31666666,16,False,True,True,False,True,False,True,False,False,False,False,True,False
0.6504228,0.7777778,0.6003927,0.6003927,2019-01-08,0.6003927,0.0,0.6003927,0.75,15,False,True,True,False,False,False,False,True,False,False,False,False,True
0.89230084,0.8888889,0.89515024,0.89515024,2019-02-08,0.89515024,0.0,0.89515024,0.53333336,11,True,False,False,False,True,False,False,False,False,False,True,False,True
0.32866043,0.6666667,0.29807103,0.29807103,2019-01-25,0.29807103,0.0,0.29807103,0.5833333,13,True,False,False,False,True,False,True,False,False,False,False,False,False
0.9128838,0.5555556,0.60536855,0.60536855,2019-03-06,0.60536855,0.0,0.60536855,0.71666664,20,False,False,False,True,False,False,False,False,False,False,True,False,False
0.27547842,0.33333334,0.14413218,0.14413218,2019-02-10,0.14413218,0.0,0.14413218,0.56666666,18,True,False,False,False,True,False,False,False,False,False,True,False,False
0.8608144,0.5555556,0.57404083,0.57404083,2019-02-17,0.57404083,0.0,0.57404083,0.8,14,True,False,False,False,False,True,False,False,False,False,False,True,False
0.79238987,0.5555556,0.5328729,0.5328729,2019-03-08,0.5328729,0.0,0.5328729,0.21666667,16,False,True,True,False,True,False,False,False,True,False,False,False,True
0.8916333,0.22222222,0.29061842,0.29061842,2019-02-18,0.29061842,0.0,0.29061842,0.36666667,19,False,True,True,False,True,True,True,False,False,False,False,False,False
0.1805741,0.44444445,0.13541888,0.13541888,2019-01-18,0.13541888,0.0,0.13541888,0.8,20,False,False,False,True,True,False,False,False,False,False,False,True,False
0.2708055,0.5555556,0.21905994,0.21905994,2019-02-18,0.21905994,0.0,0.21905994,0.96666664,15,False,False,False,True,False,False,False,False,False,True,False,False,False
0.4653983,1.0,0.56779313,0.56779313,2019-02-16,0.56779313,0.0,0.56779313,0.7,12,True,False,False,False,True,True,False,False,False,False,True,False,False
0.69448155,0.7777778,0.6357368,0.6357368,2019-03-16,0.6357368,0.0,0.6357368,0.8666667,19,False,False,False,True,True,True,False,False,False,False,True,False,True
0.8869604,1.0,0.9905169,0.9905169,2019-01-23,0.9905169,0.0,0.9905169,0.23333333,13,False,True,True,False,False,False,False,False,False,False,True,True,False
0.89474857,1.0,0.9983265,0.9983265,2019-01-25,0.9983265,0.0,0.9983265,0.68333334,13,False,True,True,False,False,True,False,False,True,False,False,False,False
0.6510903,1.0,0.75399685,0.75399685,2019-02-05,0.75399685,0.0,0.75399685,0.85,19,False,True,True,False,False,False,False,False,True,False,False,False,False
0.22619048,0.0,0.022580968,0.022580968,2019-02-22,0.022580968,0.0,0.022580968,0.73333335,10,False,True,True,False,False,False,False,True,False,False,False,True,False
0.75511795,0.5555556,0.51044816,0.51044816,2019-01-21,0.51044816,0.0,0.51044816,0.6666667,16,False,False,False,True,True,False,False,False,False,True,False,False,True
0.40253672,0.5555556,0.29831648,0.29831648,2019-03-08,0.29831648,0.0,0.29831648,0.9166667,17,False,True,True,False,True,False,False,False,True,False,False,True,False
0.22318648,1.0,0.32491383,0.32491383,2019-02-10,0.32491383,0.0,0.32491383,0.8666667,12,False,False,False,True,False,False,True,False,False,False,False,False,True
0.6237205,0.33333334,0.28381288,0.28381288,2019-03-19,0.28381288,0.0,0.28381288,0.26666668,12,False,True,True,False,True,True,False,False,True,False,False,True,False
0.68736094,0.7777778,0.6300247,0.6300247,2019-03-06,0.6300247,0.0,0.6300247,0.36666667,15,True,False,False,False,False,True,False,False,False,True,False,True,False
0.24899867,0.7777778,0.27836844,0.27836844,2019-03-27,0.27836844,0.0,0.27836844,0.15,13,False,False,False,True,True,True,False,False,True,False,False,True,False
0.90631956,0.33333334,0.397164,0.397164,2019-03-23,0.397164,0.0,0.397164,0.13333334,19,True,False,False,False,False,False,True,False,False,False,False,True,False
0.27236316,0.6666667,0.25855434,0.25855434,2019-03-11,0.25855434,0.0,0.25855434,0.55,16,False,True,True,False,False,True,False,False,False,False,True,True,False
0.8139742,0.8888889,0.824462,0.824462,2019-01-29,0.824462,0.0,0.824462,0.56666666,11,False,False,False,True,True,True,True,False,False,False,False,True,False
0.071206056,0.5555556,0.09897024,0.09897024,2019-02-07,0.09897024,0.0,0.09897024,0.98333335,18,False,True,True,False,True,False,False,True,False,False,False,False,True
0.7887183,0.7777778,0.711334,0.711334,2019-01-28,0.711334,0.0,0.711334,0.8833333,13,False,True,True,False,True,False,False,False,False,False,True,False,False
0.914664,0.44444445,0.5034753,0.5034753,2019-02-20,0.5034753,0.0,0.5034753,0.8333333,15,False,False,False,True,False,True,False,True,False,False,False,True,False
0.69080997,0.0,0.06917095,0.06917095,2019-01-04,0.06917095,0.0,0.06917095,0.35,19,True,False,False,False,False,True,False,False,False,False,False,False,False
0.44726303,0.44444445,0.2691308,0.2691308,2019-03-07,0.2691308,0.0,0.2691308,0.95,13,True,False,False,False,True,True,False,False,False,True,False,False,True
0.9695149,0.8888889,0.9648344,0.9648344,2019-03-30,0.9648344,0.0,0.9648344,0.33333334,14,True,False,False,False,False,True,False,False,True,False,False,False,True
0.92690253,0.5555556,0.61380297,0.61380297,2019-03-27,0.61380297,0.0,0.61380297,1.0,19,True,False,False,False,True,True,False,False,False,False,True,False,True
0.36826882,0.7777778,0.37404752,0.37404752,2019-01-19,0.37404752,0.0,0.37404752,0.71666664,19,False,True,True,False,True,False,False,True,False,False,False,True,False
0.59646195,0.0,0.059710152,0.059710152,2019-02-25,0.059710152,0.0,0.059710152,0.33333334,16,False,False,False,True,True,True,False,False,False,False,True,False,False
0.39730752,0.6666667,0.3462564,0.3462564,2019-03-13,0.3462564,0.0,0.3462564,0.5,19,False,False,False,True,True,True,False,True,False,False,False,True,False
0.7378727,0.11111111,0.15912665,0.15912665,2019-01-30,0.15912665,0.0,0.15912665,0.41666666,19,False,True,True,False,True,True,False,False,False,False,True,False,True
0.3317757,1.0,0.43380228,0.43380228,2019-02-20,0.43380228,0.0,0.43380228,0.31666666,15,True,False,False,False,True,True,False,True,False,False,False,True,False
0.36148196,0.7777778,0.36860308,0.36860308,2019-02-25,0.36860308,0.0,0.36860308,0.26666668,14,True,False,False,False,False,True,False,False,True,False,False,False,True
0.45838895,0.5555556,0.33192018,0.33192018,2019-01-19,0.33192018,0.0,0.33192018,0.41666666,16,False,False,False,True,True,True,False,True,False,False,False,False,False
0.6613262,0.6666667,0.5315788,0.5315788,2019-02-01,0.5315788,0.0,0.5315788,0.75,15,False,False,False,True,False,True,False,False,False,False,True,True,False
0.6667779,0.44444445,0.3791907,0.3791907,2019-01-03,0.3791907,0.0,0.3791907,0.25,11,False,False,False,True,True,True,False,False,True,False,False,False,True
0.77848244,0.44444445,0.43519685,0.43519685,2019-01-26,0.43519685,0.0,0.43519685,0.9,12,True,False,False,False,False,True,False,True,False,False,False,True,False
0.119826436,0.7777778,0.1747459,0.1747459,2019-03-03,0.1747459,0.0,0.1747459,0.38333333,19,False,True,True,False,True,True,False,False,False,False,False,False,False
