age,income,credit_score,loan_status,education_Bachelor,education_High School,education_Master,education_PhD,city_Chicago,city_Houston,city_Los Angeles,city_New York
25,73530.0,689.0,1,False,False,True,False,True,False,False,False
31,26846.0,723.0,1,False,True,False,False,True,False,False,False
40,69754.0,684.0,1,True,False,False,False,True,False,False,False
57,56589.0,624.0,1,True,False,False,False,False,True,False,False
38,36676.0,596.0,0,False,False,True,False,False,False,False,True
62,39912.0,659.0,0,False,False,False,True,False,True,False,False
35,15727.0,678.0,1,False,False,False,True,True,False,False,False
64,42656.0,644.0,0,True,False,False,False,False,False,True,False
41,59338.0,696.0,1,False,False,True,False,False,False,True,False
43,42855.0,583.0,0,False,True,False,False,False,False,False,True
42,70824.0,641.0,0,False,True,False,False,False,True,False,False
62,50737.802307288934,637.0,1,True,False,False,False,False,False,True,False
58,69134.0,644.0,1,False,False,True,False,False,False,True,False
46,53459.0,708.0,0,False,True,False,False,False,True,False,False
32,15129.0,644.0,0,False,True,False,False,True,False,False,False
62,39444.0,635.0,1,True,False,False,False,False,True,False,False
18,47869.0,603.0,1,False,True,False,False,True,False,False,False
42,36591.0,716.0,0,False,False,False,True,False,False,True,False
24,47907.0,578.0,1,True,False,False,False,False,False,True,False
26,74151.0,622.0,0,False,True,False,False,False,False,True,False
41,25313.0,734.0,1,True,False,False,False,False,False,False,True
18,77175.0,673.0,0,False,False,True,False,False,False,False,True
61,63270.0,648.0,1,True,False,False,False,False,False,False,True
25,54023.0,651.0,0,True,False,False,False,False,True,False,False
41,39295.0,602.0,1,False,False,True,False,False,False,True,False
28,50737.802307288934,646.0,0,False,False,False,True,False,False,True,False
68,25606.0,632.0,0,False,True,False,False,False,True,False,False
34,75751.0,658.0,0,False,False,True,False,False,False,False,True
25,73064.0,574.0,1,True,False,False,False,False,True,False,False
52,28905.0,669.0,1,False,True,False,False,False,False,False,True
52,41710.0,700.0,1,False,False,True,False,False,False,True,False
50,56497.0,639.0,1,False,True,False,False,True,False,False,False
22,45507.0,682.0,1,False,True,False,False,False,False,False,True
59,21219.0,665.0,1,False,False,True,False,False,False,True,False
56,40133.0,619.0,0,False,True,False,False,False,False,True,False
58,79265.0,597.0,1,False,False,False,True,True,False,False,False
45,41150.0,604.0,0,False,False,True,False,False,False,True,False
24,47547.0,664.0,1,False,False,False,True,False,False,True,False
26,32822.0,647.0,1,True,False,False,False,False,False,False,True
25,58816.0,713.0,1,False,True,False,False,False,False,False,True
29,51727.0,689.0,1,True,False,False,False,True,False,False,False
51,38869.0,689.0,1,True,False,False,False,True,False,False,False
50,30430.0,663.0,1,False,True,False,False,False,False,True,False
65,71068.0,601.0,0,False,False,True,False,False,False,False,True
40,25916.0,666.0,0,False,True,False,False,True,False,False,False
41,57557.0,653.0,1,True,False,False,False,True,False,False,False
54,17691.0,593.0,1,False,False,True,False,False,True,False,False
52,60608.0,710.0,0,False,False,True,False,True,False,False,False
61,64554.0,705.0,0,False,True,False,False,False,False,True,False
57,66421.0,592.0,0,False,False,True,False,False,False,False,True
39,47581.0,618.0,0,False,False,False,True,True,False,False,False
44,73760.0,622.0,1,True,False,False,False,False,True,False,False
52,84616.0,649.4025223331581,1,True,False,False,False,False,False,False,True
18,45175.0,674.0,1,False,False,True,False,True,False,False,False
52,43234.0,652.0,1,False,False,False,True,False,True,False,False
54,52237.0,663.0,1,True,False,False,False,True,False,False,False
64,42834.0,585.0,0,True,False,False,False,False,False,False,True
31,40641.0,669.0,0,False,False,False,True,False,False,False,True
20,41948.0,644.0,1,False,True,False,False,False,False,False,True
18,75736.0,616.0,0,False,True,False,False,False,False,True,False
22,50737.802307288934,573.0,1,False,False,True,False,True,False,False,False
43,42785.0,649.4025223331581,0,True,False,False,False,False,False,True,False
31,50737.802307288934,667.0,0,False,True,False,False,False,False,False,True
56,26833.0,564.0,0,False,False,True,False,False,True,False,False
44,57551.0,650.0,1,False,False,False,True,True,False,False,False
26,18176.0,656.0,0,False,False,False,True,False,False,True,False
32,54394.0,622.0,1,False,False,True,False,True,False,False,False
32,34016.0,668.0,0,False,False,True,False,False,True,False,False
43,51377.0,643.0,1,False,False,True,False,False,False,True,False
59,50957.0,664.0,1,False,False,True,False,False,False,False,True
30,51808.0,676.0,1,False,False,True,False,False,False,True,False
68,44083.0,676.0,1,False,False,True,False,True,False,False,False
49,43590.0,700.0,0,False,False,False,True,True,False,False,False
56,39188.0,666.0,0,False,False,True,False,True,False,False,False
66,57258.0,626.0,1,False,True,False,False,True,False,False,False
69,62077.0,617.0,0,False,False,True,False,False,False,False,True
49,31715.0,596.0,0,False,False,True,False,False,False,True,False
21,49225.0,657.0,1,False,False,False,True,False,False,False,True
47,52948.0,716.0,1,False,False,False,True,False,False,False,True
54,52756.0,632.0,1,False,False,True,False,False,False,False,True
40,52501.0,672.0,1,False,False,False,True,True,False,False,False
56,43969.0,612.0,1,True,False,False,False,True,False,False,False
62,54185.0,659.0,1,False,False,False,True,True,False,False,False
32,59270.0,712.0,1,False,False,False,True,False,False,True,False
60,52115.0,684.0,0,False,False,False,True,False,True,False,False
46,57589.0,571.0,0,False,False,True,False,True,False,False,False
53,64855.0,678.0,1,False,True,False,False,False,False,True,False
30,22235.0,680.0,1,False,True,False,False,True,False,False,False
49,64151.0,658.0,1,False,True,False,False,True,False,False,False
24,55136.0,683.0,1,False,False,True,False,False,False,False,True
68,33325.0,608.0,1,False,False,True,False,False,False,False,True
39,62037.0,653.0,0,True,False,False,False,False,False,False,True
45,44025.0,705.0,0,False,True,False,False,False,False,True,False
19,46070.0,700.0,1,False,False,True,False,False,True,False,False
59,42384.0,677.0,1,False,False,False,True,False,True,False,False
62,54535.0,605.0,0,False,False,False,True,False,False,True,False
23,38219.0,597.0,0,False,True,False,False,True,False,False,False
45,63522.0,655.0,0,False,False,True,False,False,False,True,False
45,47917.0,649.4025223331581,1,True,False,False,False,True,False,False,False
61,44536.0,644.0,1,False,False,False,True,False,False,True,False
61,61293.0,609.0,1,True,False,False,False,False,False,True,False
37,45206.0,671.0,0,False,True,False,False,False,False,True,False
47,64222.0,655.0,1,False,False,False,True,False,True,False,False
28,64693.0,664.0,1,False,False,True,False,False,False,False,True
45,29977.0,679.0,1,False,False,True,False,False,False,True,False
42,66638.0,636.0,0,True,False,False,False,False,True,False,False
56,28069.0,625.0,1,False,False,False,True,False,False,False,True
50,67573.0,705.0,1,False,False,False,True,False,False,False,True
18,80425.0,612.0,0,False,False,True,False,False,False,True,False
44,63122.0,626.0,0,False,False,False,True,True,False,False,False
69,17645.0,711.0,1,False,False,False,True,True,False,False,False
30,65953.0,622.0,1,False,False,False,True,True,False,False,False
58,83691.0,645.0,0,True,False,False,False,False,False,True,False
20,45454.0,649.4025223331581,0,False,False,False,True,True,False,False,False
56,49479.0,560.0,0,False,True,False,False,False,True,False,False
23,32172.0,643.0,1,True,False,False,False,False,True,False,False
25,50737.802307288934,599.0,1,False,False,False,True,False,True,False,False
44,69037.0,662.0,1,False,False,False,True,False,True,False,False
26,60466.0,705.0,1,False,True,False,False,False,False,False,True
50,50495.0,629.0,1,False,False,True,False,True,False,False,False
68,25539.0,672.0,1,False,False,True,False,False,False,True,False
59,52564.0,540.0,0,True,False,False,False,True,False,False,False
61,13753.0,716.0,1,False,False,False,True,False,True,False,False
41,42003.0,668.0,1,False,False,False,True,False,False,False,True
32,74365.0,704.0,1,False,False,True,False,False,True,False,False
49,50737.802307288934,621.0,0,False,False,True,False,False,False,True,False
49,52691.0,627.0,1,False,False,True,False,True,False,False,False
41,77311.0,641.0,1,False,True,False,False,False,False,True,False
58,45941.0,756.0,0,False,False,True,False,False,False,True,False
69,68927.0,715.0,0,False,True,False,False,False,False,True,False
66,51939.0,656.0,0,True,False,False,False,True,False,False,False
66,55700.0,662.0,1,False,False,False,True,False,True,False,False
69,31740.0,681.0,1,False,False,True,False,False,False,True,False
29,42769.0,769.0,0,False,False,False,True,True,False,False,False
56,29037.0,649.4025223331581,0,False,False,False,True,False,False,False,True
19,48571.0,652.0,0,False,False,True,False,True,False,False,False
20,55856.0,633.0,1,False,False,True,False,False,False,False,True
66,33349.0,661.0,1,True,False,False,False,True,False,False,False
54,80737.0,620.0,1,False,True,False,False,False,True,False,False
66,54171.0,649.4025223331581,1,False,True,False,False,False,False,True,False
34,50866.0,578.0,1,False,False,False,True,False,True,False,False
66,61544.0,636.0,0,False,False,True,False,True,False,False,False
19,37566.0,686.0,0,True,False,False,False,False,False,True,False
19,52452.0,668.0,1,True,False,False,False,False,False,False,True
45,39247.0,649.4025223331581,0,True,False,False,False,True,False,False,False
40,73380.0,638.0,0,True,False,False,False,False,False,True,False
54,34120.0,701.0,1,True,False,False,False,False,False,False,True
49,50947.0,589.0,1,False,True,False,False,False,False,False,True
50,54939.0,589.0,0,False,True,False,False,False,True,False,False
18,55922.0,603.0,0,False,True,False,False,True,False,False,False
36,41281.0,649.0,0,False,False,True,False,False,False,False,True
19,36567.0,582.0,1,False,False,False,True,False,False,True,False
61,41498.0,697.0,0,True,False,False,False,False,False,False,True
43,57924.0,603.0,0,False,False,True,False,False,False,False,True
49,47842.0,661.0,1,True,False,False,False,False,True,False,False
23,61943.0,621.0,0,False,True,False,False,False,True,False,False
49,57155.0,646.0,0,False,False,True,False,False,False,True,False
21,15846.0,569.0,0,False,True,False,False,False,True,False,False
28,53712.0,649.4025223331581,0,True,False,False,False,False,False,False,True
34,83756.0,601.0,0,True,False,False,False,False,False,False,True
55,69879.0,596.0,0,False,False,False,True,False,True,False,False
41,56330.0,768.0,1,True,False,False,False,False,False,False,True
22,34109.0,677.0,0,False,False,True,False,False,False,False,True
69,57163.0,698.0,1,True,False,False,False,False,False,True,False
51,61096.0,672.0,1,False,False,False,True,False,True,False,False
23,46193.0,627.0,1,False,False,False,True,False,False,False,True
39,54751.0,584.0,0,False,True,False,False,False,True,False,False
28,72644.0,635.0,0,False,False,True,False,False,False,True,False
65,37140.0,601.0,1,True,False,False,False,False,True,False,False
33,34125.0,604.0,1,False,False,False,True,False,False,False,True
50,60390.0,570.0,1,True,False,False,False,False,True,False,False
26,56863.0,655.0,0,True,False,False,False,False,False,False,True
23,65432.0,728.0,1,False,False,True,False,False,False,False,True
33,58546.0,677.0,0,False,False,False,True,False,False,False,True
46,41483.0,644.0,0,True,False,False,False,False,False,True,False
20,56482.0,647.0,1,False,False,False,True,False,True,False,False
53,46245.0,649.4025223331581,1,False,True,False,False,False,True,False,False
36,57541.0,578.0,1,True,False,False,False,False,False,True,False
43,44592.0,656.0,1,False,False,True,False,True,False,False,False
20,87020.0,637.0,1,True,False,False,False,False,False,False,True
36,21617.0,606.0,1,False,False,False,True,False,False,False,True
37,41787.0,655.0,1,False,False,False,True,False,False,True,False
49,35933.0,655.0,0,False,False,True,False,True,False,False,False
24,39494.0,725.0,1,False,False,True,False,False,False,False,True
69,40355.0,684.0,0,False,False,True,False,False,True,False,False
58,30103.0,660.0,0,True,False,False,False,False,False,True,False
50,61290.0,602.0,0,False,False,True,False,False,False,False,True
57,41793.0,596.0,1,False,False,True,False,False,False,False,True
56,52453.0,679.0,1,False,True,False,False,False,False,True,False
35,43477.0,639.0,1,False,False,False,True,False,False,True,False
57,39636.0,662.0,0,False,False,False,True,False,True,False,False
18,75084.0,698.0,1,False,False,True,False,False,True,False,False
28,63843.0,574.0,1,False,False,False,True,False,False,False,True
45,21976.0,719.0,1,False,True,False,False,False,False,False,True
42,20387.0,698.0,1,False,True,False,False,False,False,True,False
67,65639.0,547.0,0,False,False,True,False,False,False,False,True
40,42202.0,767.0,1,False,True,False,False,False,False,False,True
48,25263.0,666.0,1,False,False,False,True,False,False,True,False
47,65686.0,626.0,1,True,False,False,False,False,False,False,True
59,52536.0,675.0,1,False,False,False,True,False,False,False,True
52,53773.0,601.0,1,True,False,False,False,True,False,False,False
24,50737.802307288934,677.0,1,False,False,True,False,False,True,False,False
33,30350.0,610.0,0,True,False,False,False,False,False,True,False
43,25527.0,751.0,0,False,False,True,False,True,False,False,False
65,73714.0,653.0,1,False,False,False,True,False,True,False,False
69,28442.0,682.0,1,True,False,False,False,False,True,False,False
66,31666.0,610.0,0,False,False,False,True,False,True,False,False
19,34663.0,690.0,1,False,False,True,False,True,False,False,False
18,81199.0,649.4025223331581,1,False,False,True,False,True,False,False,False
65,57400.0,579.0,1,False,True,False,False,False,True,False,False
29,64481.0,638.0,1,False,False,True,False,False,False,False,True
22,52942.0,746.0,1,True,False,False,False,False,False,False,True
54,40971.0,692.0,1,False,False,True,False,True,False,False,False
49,59469.0,631.0,1,False,True,False,False,True,False,False,False
26,26650.0,556.0,1,False,False,False,True,True,False,False,False
58,33570.0,608.0,0,False,False,False,True,False,True,False,False
52,60994.0,579.0,0,False,False,True,False,False,False,False,True
36,29641.0,557.0,1,True,False,False,False,True,False,False,False
65,47163.0,689.0,1,False,True,False,False,True,False,False,False
33,47847.0,653.0,1,True,False,False,False,False,False,True,False
20,42070.0,739.0,1,False,True,False,False,False,True,False,False
37,20733.0,600.0,0,False,False,True,False,False,False,True,False
41,40566.0,649.0,1,False,True,False,False,False,False,False,True
50,37625.0,580.0,1,False,True,False,False,False,False,True,False
41,52421.0,620.0,1,False,False,True,False,False,False,True,False
69,51657.0,638.0,1,True,False,False,False,False,False,True,False
28,55669.0,631.0,1,False,False,True,False,False,True,False,False
66,50737.802307288934,652.0,1,False,True,False,False,False,False,False,True
25,57841.0,698.0,1,False,False,True,False,False,False,True,False
53,26659.0,693.0,0,False,True,False,False,False,True,False,False
55,22671.0,611.0,1,False,False,True,False,False,False,False,True
57,14966.0,648.0,1,False,False,True,False,True,False,False,False
37,42510.0,689.0,1,False,False,True,False,False,False,True,False
52,38700.0,701.0,0,False,False,True,False,False,False,False,True
65,61839.0,616.0,1,True,False,False,False,False,False,True,False
42,40270.0,649.4025223331581,1,False,True,False,False,True,False,False,False
52,54100.0,666.0,1,False,False,False,True,False,False,False,True
42,62199.0,596.0,0,True,False,False,False,False,True,False,False
46,39705.0,690.0,1,False,True,False,False,False,False,False,True
35,54470.0,657.0,1,False,False,False,True,False,True,False,False
63,65028.0,562.0,1,False,False,False,True,False,False,False,True
35,31427.0,635.0,0,False,False,True,False,False,True,False,False
19,50372.0,651.0,0,False,True,False,False,True,False,False,False
52,39769.0,619.0,1,True,False,False,False,True,False,False,False
33,32382.0,711.0,0,True,False,False,False,True,False,False,False
58,26953.0,713.0,0,True,False,False,False,False,False,False,True
53,32140.0,630.0,0,False,True,False,False,True,False,False,False
50,50900.0,625.0,1,True,False,False,False,False,False,True,False
21,25837.0,643.0,1,True,False,False,False,True,False,False,False
50,41739.0,639.0,0,True,False,False,False,False,True,False,False
31,62197.0,620.0,0,False,False,True,False,False,True,False,False
65,42042.0,737.0,1,False,True,False,False,False,False,False,True
37,75345.0,650.0,0,False,True,False,False,False,False,True,False
25,78395.0,641.0,0,True,False,False,False,True,False,False,False
24,50391.0,666.0,1,False,False,True,False,False,False,True,False
20,12971.0,645.0,1,False,False,True,False,False,False,True,False
34,63296.0,628.0,1,False,False,False,True,False,True,False,False
50,15590.0,599.0,1,True,False,False,False,False,True,False,False
65,72142.0,558.0,0,True,False,False,False,False,True,False,False
29,66253.0,582.0,1,False,False,True,False,False,False,False,True
68,76613.0,594.0,1,False,False,True,False,False,False,True,False
39,53903.0,682.0,1,False,False,True,False,False,False,True,False
39,44579.0,686.0,0,False,True,False,False,False,False,False,True
63,43248.0,605.0,1,False,True,False,False,False,False,False,True
55,64716.0,650.0,0,False,True,False,False,False,False,True,False
55,60684.0,628.0,1,False,False,True,False,False,False,True,False
62,51803.0,627.0,0,False,False,True,False,False,True,False,False
68,39167.0,697.0,0,False,True,False,False,False,True,False,False
25,89438.0,656.0,0,False,False,False,True,False,False,True,False
44,63685.0,601.0,0,True,False,False,False,False,True,False,False
44,26034.0,589.0,0,False,False,False,True,False,False,False,True
51,42256.0,636.0,1,True,False,False,False,True,False,False,False
38,63976.0,604.0,1,False,False,False,True,False,True,False,False
47,38006.0,646.0,1,False,True,False,False,False,False,True,False
50,55273.0,701.0,0,True,False,False,False,False,True,False,False
45,64261.0,581.0,1,True,False,False,False,False,True,False,False
64,50737.802307288934,654.0,1,True,False,False,False,False,True,False,False
50,48379.0,695.0,1,False,False,True,False,True,False,False,False
22,48968.0,645.0,1,False,False,True,False,False,False,False,True
65,43818.0,686.0,1,False,False,False,True,False,False,True,False
36,54525.0,635.0,1,False,True,False,False,True,False,False,False
21,50737.802307288934,658.0,1,False,False,True,False,False,False,True,False
52,52130.0,672.0,0,True,False,False,False,False,False,True,False
66,44392.0,621.0,1,False,False,True,False,False,False,True,False
34,59489.0,749.0,1,False,True,False,False,True,False,False,False
61,50735.0,678.0,1,False,False,True,False,False,False,False,True
45,46539.0,715.0,1,True,False,False,False,False,False,True,False
47,30315.0,703.0,1,False,False,False,True,False,False,False,True
46,26560.0,666.0,1,True,False,False,False,False,False,False,True
63,30031.0,719.0,0,False,True,False,False,False,True,False,False
23,54174.0,659.0,0,False,False,False,True,True,False,False,False
52,48813.0,613.0,0,False,False,True,False,True,False,False,False
58,27795.0,650.0,1,False,False,True,False,False,True,False,False
54,59688.0,599.0,1,False,False,True,False,False,True,False,False
41,70614.0,544.0,1,False,False,False,True,False,False,False,True
46,41022.0,607.0,1,True,False,False,False,False,False,True,False
66,50737.802307288934,653.0,1,False,False,False,True,True,False,False,False
63,50737.802307288934,703.0,1,False,False,False,True,False,False,True,False
48,62816.0,607.0,1,False,True,False,False,False,False,True,False
52,58227.0,700.0,1,False,False,False,True,False,True,False,False
50,36163.0,589.0,1,False,False,True,False,False,False,True,False
69,72817.0,604.0,0,True,False,False,False,False,False,False,True
38,70224.0,722.0,1,True,False,False,False,False,True,False,False
49,39004.0,652.0,1,True,False,False,False,False,False,True,False
40,38850.0,641.0,0,False,False,True,False,False,True,False,False
50,41107.0,661.0,1,False,False,True,False,False,False,False,True
20,42390.0,589.0,1,False,False,True,False,False,False,False,True
35,64258.0,633.0,1,False,False,True,False,False,False,True,False
42,56379.0,650.0,0,False,False,True,False,False,True,False,False
59,63156.0,711.0,1,False,False,False,True,False,False,True,False
48,60103.0,566.0,1,False,False,True,False,False,False,True,False
20,75717.0,738.0,0,False,False,True,False,False,True,False,False
57,34109.0,643.0,1,False,False,True,False,False,False,True,False
63,50737.802307288934,594.0,0,False,False,True,False,False,False,False,True
41,50737.802307288934,585.0,0,True,False,False,False,False,True,False,False
67,30245.0,663.0,0,False,False,True,False,False,True,False,False
49,48877.0,582.0,0,False,False,False,True,False,True,False,False
64,56273.0,621.0,1,False,False,False,True,False,True,False,False
39,48472.0,637.0,0,False,False,False,True,False,False,True,False
40,41492.0,707.0,1,False,True,False,False,False,False,True,False
19,44158.0,649.4025223331581,1,True,False,False,False,False,False,False,True
44,70541.0,617.0,1,False,False,True,False,True,False,False,False
59,50737.802307288934,639.0,1,False,True,False,False,True,False,False,False
19,76238.0,570.0,1,False,False,True,False,False,False,False,True
43,61910.0,548.0,1,False,True,False,False,True,False,False,False
34,56863.0,588.0,0,False,True,False,False,False,False,False,True
57,32096.0,706.0,1,False,False,False,True,False,False,True,False
50,64028.0,689.0,1,False,False,False,True,False,True,False,False
26,42593.0,669.0,0,False,True,False,False,False,True,False,False
60,32083.0,577.0,0,False,False,False,True,False,False,True,False
65,57692.0,614.0,0,False,True,False,False,False,True,False,False
56,29180.0,607.0,1,True,False,False,False,False,True,False,False
46,38566.0,641.0,1,False,False,False,True,True,False,False,False
59,49848.0,638.0,1,False,False,False,True,False,False,True,False
43,83276.0,599.0,0,False,False,False,True,True,False,False,False
52,39696.0,667.0,1,False,False,True,False,True,False,False,False
67,43126.0,661.0,0,False,True,False,False,False,True,False,False
42,60985.0,613.0,0,False,False,True,False,False,True,False,False
41,31425.0,665.0,1,False,False,False,True,False,False,True,False
30,56642.0,706.0,0,False,True,False,False,False,True,False,False
24,68088.0,721.0,0,True,False,False,False,False,True,False,False
53,45393.0,674.0,0,False,False,True,False,False,False,True,False
62,65392.0,673.0,1,False,False,False,True,False,True,False,False
37,54371.0,637.0,1,True,False,False,False,True,False,False,False
18,39039.0,701.0,1,True,False,False,False,False,False,True,False
25,47032.0,596.0,1,False,False,True,False,False,True,False,False
63,44303.0,695.0,0,False,True,False,False,False,False,False,True
33,48685.0,635.0,1,False,False,False,True,False,False,True,False
31,52290.0,724.0,1,False,False,False,True,False,False,True,False
29,58822.0,679.0,0,False,True,False,False,False,False,False,True
68,57630.0,646.0,0,False,True,False,False,False,True,False,False
40,13524.0,638.0,0,False,True,False,False,False,True,False,False
32,48540.0,676.0,1,False,False,True,False,False,False,True,False
45,27358.0,673.0,0,False,False,True,False,False,False,True,False
51,45864.0,630.0,1,False,False,False,True,False,True,False,False
19,48143.0,654.0,0,False,False,True,False,False,True,False,False
49,50737.802307288934,694.0,0,True,False,False,False,True,False,False,False
40,50737.802307288934,581.0,1,False,False,False,True,False,False,True,False
39,53888.0,686.0,1,False,False,True,False,False,False,True,False
68,61895.0,676.0,0,False,True,False,False,False,False,False,True
42,68416.0,709.0,0,True,False,False,False,True,False,False,False
39,48154.0,614.0,0,False,True,False,False,False,True,False,False
39,51412.0,650.0,0,False,False,False,True,True,False,False,False
66,50150.0,660.0,0,False,True,False,False,False,True,False,False
69,41861.0,686.0,1,False,False,True,False,False,True,False,False
59,38463.0,671.0,1,False,False,True,False,True,False,False,False
23,15921.0,588.0,1,False,False,False,True,False,False,True,False
32,33850.0,664.0,0,False,True,False,False,False,True,False,False
60,23320.0,750.0,0,False,False,False,True,True,False,False,False
54,68827.0,680.0,0,False,True,False,False,False,False,False,True
50,52826.0,731.0,1,True,False,False,False,True,False,False,False
25,48110.0,702.0,1,False,False,True,False,False,False,False,True
61,39237.0,718.0,0,False,False,False,True,False,True,False,False
61,50446.0,665.0,1,True,False,False,False,True,False,False,False
22,37280.0,676.0,1,True,False,False,False,True,False,False,False
56,52610.0,662.0,0,False,False,False,True,False,False,False,True
21,53686.0,650.0,0,False,False,False,True,True,False,False,False
23,37079.0,687.0,1,True,False,False,False,True,False,False,False
62,36793.0,623.0,1,False,True,False,False,False,True,False,False
49,64432.0,744.0,0,False,False,True,False,True,False,False,False
69,49207.0,603.0,0,False,False,False,True,False,False,True,False
47,38284.0,690.0,1,True,False,False,False,False,False,False,True
64,44442.0,718.0,0,False,True,False,False,True,False,False,False
52,34841.0,641.0,1,False,False,True,False,False,False,False,True
57,48992.0,594.0,1,False,False,True,False,False,False,False,True
69,62474.0,707.0,0,True,False,False,False,False,False,False,True
33,49584.0,660.0,0,False,True,False,False,True,False,False,False
30,85454.0,690.0,1,False,False,True,False,True,False,False,False
67,56320.0,644.0,0,True,False,False,False,False,False,False,True
59,53449.0,736.0,0,True,False,False,False,False,False,True,False
47,36375.0,544.0,1,False,True,False,False,False,False,False,True
36,46421.0,668.0,0,False,False,False,True,False,False,True,False
34,38314.0,717.0,1,True,False,False,False,False,False,False,True
36,17515.0,655.0,0,False,False,False,True,False,True,False,False
